geneid	LNCaP_1	LNCaP_2	LNCaP_3
10906	1580	1429	1635
10907	1841	1687	1969
10908	2148	1984	2293
10910	382	408	397
10911	0	3	2
10912	292	251	311
10913	0	0	1
10914	5366	4942	5841
10915	1495	1468	1740
10916	4388	4317	4867
10917	0	0	0
10919	3122	3035	3381
10920	1945	1742	1986
10921	3803	3604	4034
10922	2813	2670	3032
10923	4304	4201	4927
10924	401	400	417
10926	437	428	538
10927	3572	3436	3848
10928	1523	1594	1839
10929	3706	3511	3951
10930	0	0	0
10933	7652	6938	7919
10935	8350	7667	8850
10936	37	40	50
10938	679	586	723
10939	3114	2956	3413
10940	450	499	476
10941	0	0	0
10942	0	0	0
10943	1043	947	1183
10944	3592	3330	3830
10945	3805	3469	3970
10946	2505	2462	2730
10947	965	965	1063
10948	1471	1424	1564
10949	6861	6311	7430
10950	533	465	548
10951	4280	3954	4551
10952	2427	2309	2565
10953	1855	1787	1995
10954	530	538	631
10955	3989	3954	4477
10956	5615	5564	5984
10957	798	697	796
10959	7780	7276	8362
10960	4113	3911	4436
10961	4282	4020	4588
10962	167	163	186
10963	8296	7892	8781
10964	0	4	2
10965	622	586	632
10966	450	514	535
10969	1192	1277	1452
10970	3060	2843	3176
10971	8358	7657	9214
10972	8605	8084	9143
10973	2954	2959	3224
10974	0	0	1
10975	3246	3181	3515
10978	290	297	320
10979	251	212	290
10980	3518	3517	3930
10981	210	190	248
10982	590	589	743
10983	16946	15524	17616
10984	247	205	280
10985	7626	7342	8363
10987	1571	1417	1698
10988	2516	2369	2773
10989	2993	2722	3167
10990	0	0	0
10991	30	37	42
10992	8348	7788	8831
10993	0	0	0
10994	1602	1595	1829
10998	567	556	583
10999	1565	1478	1712
11000	241	288	283
11001	367	332	407
11004	1286	1242	1311
11005	1	2	0
11006	0	0	0
11007	384	320	391
11009	0	0	0
1101	1	2	0
11010	21	15	18
11011	713	635	763
11012	0	0	1
11013	173	165	182
11014	4521	4065	4953
11015	56	38	74
11016	1586	1668	1876
11017	508	444	533
11018	938	838	1049
11019	521	475	598
1102	113	117	139
11020	530	515	620
11021	1909	1876	2146
11022	926	840	960
11023	4	0	1
11024	0	0	0
11025	0	0	0
11027	0	0	0
1103	0	0	0
11030	342	337	322
11031	134	101	124
11033	63	67	67
11034	4656	4210	4768
11035	0	0	0
11036	0	0	0
11037	57	45	55
11039	453	465	565
1104	3157	2722	3183
11040	501	517	575
11041	683	668	765
11042	818	762	867
11043	726	684	754
11044	920	869	1061
11045	0	0	2
11046	573	527	590
11047	2861	2747	3193
1105	1175	1148	1340
11051	2638	2358	2800
11052	3789	3725	3958
11054	1098	1142	1256
11055	0	0	0
11056	1532	1381	1627
11057	26637	25682	29012
11059	2597	2514	2958
1106	3435	3548	3956
11060	3785	3851	4220
11061	0	0	0
11062	319	255	329
11063	0	0	0
11064	230	219	293
11065	1161	963	1206
11066	646	583	669
11067	64	32	36
11068	874	831	834
11069	19	37	29
1107	11683	10871	12470
11070	1493	1338	1539
11072	1062	943	1133
11073	1633	1522	1812
11074	0	0	0
11075	2	0	0
11076	611	581	641
11077	22	33	33
11078	850	800	906
11079	3402	3130	3465
1108	9673	9508	10512
11080	534	568	668
11081	0	0	0
11082	0	0	0
11083	3073	2956	3403
11085	0	0	0
11086	0	0	0
1109	1	0	1
11091	1751	1675	2027
11092	344	339	385
11093	317	310	389
11094	1989	2028	2109
11095	0	1	0
11096	7	8	6
11097	790	711	785
11098	258	245	261
11099	300	297	366
111	4	8	4
11100	4989	4677	5381
11101	1140	1083	1313
11102	952	954	1027
11103	1820	1793	2099
11104	387	381	451
11105	2	2	1
11107	0	1	0
11108	1308	1300	1415
1111	832	816	885
11112	2604	2382	2800
11113	913	915	1026
11116	657	583	681
11117	25	19	37
11118	215	174	218
11119	339	280	332
1112	2629	2367	2762
11120	615	621	664
11122	0	1	2
11123	734	685	737
11124	1459	1359	1591
11126	0	0	0
11127	1006	991	1209
11128	2119	1994	2203
11129	401	420	513
1113	0	1	1
11130	2110	2021	2354
11131	1	0	1
11132	357	367	397
11133	191	211	209
11135	31	44	54
11136	9	16	6
11137	1475	1367	1639
11138	302	250	334
1114	0	2	0
11140	4808	4777	5237
11141	61	59	59
11142	765	757	907
11143	1610	1528	1763
11144	3	1	8
11145	888	769	882
11146	685	707	751
11147	438	408	462
11148	1	0	0
11149	266	235	299
11151	115	84	105
11152	1416	1363	1495
11153	184	159	171
11154	151	112	121
11155	10	5	18
11156	306	272	315
11157	169	132	176
11158	251	228	250
11159	306	339	340
1116	0	0	0
11160	3876	3884	4280
11161	1820	1719	1919
11162	225	256	231
11163	1189	1111	1328
11164	1387	1339	1535
11165	16	29	23
11166	0	0	0
11167	94	82	106
11168	1701	1595	1993
11169	829	854	859
1117	0	0	1
11170	0	1	1
11171	5827	5496	6215
11172	8	4	5
11173	282	283	325
11174	2	2	5
11176	3407	3350	3840
11177	2248	2259	2667
11178	17	21	23
11179	686	675	725
1118	0	0	0
11180	9260	9060	10167
11181	2	0	0
11182	515	509	536
11183	1093	1124	1291
11184	139	128	131
11185	0	0	0
11186	584	589	657
11187	2528	2421	2724
11188	4464	4208	4924
11189	7	2	14
1119	936	831	943
11190	1806	1824	2071
11193	284	265	323
11194	1292	1188	1448
11196	3433	3129	3704
11197	0	0	0
11198	4388	4151	4625
11199	0	0	1
112	1859	1797	2025
1120	1	3	4
11200	496	474	569
11201	964	929	1065
11202	0	0	0
11209	51	52	50
1121	816	768	842
11211	0	0	0
11212	484	452	541
11213	3	0	6
11214	1562	1505	1641
11215	1498	1375	1624
11216	790	783	988
11217	0	0	0
11218	482	466	594
11219	7	3	12
1122	994	1038	1258
11221	286	312	330
11222	3676	3546	3964
11223	1	1	3
11224	19662	18614	21247
11226	6	5	7
11227	0	0	0
11228	124	129	167
1123	12	8	12
11230	967	878	980
11231	3484	3426	3744
11232	288	310	324
11234	833	862	971
11235	911	877	996
11236	957	891	965
11237	794	804	904
11238	142	140	153
112398	2	0	0
112399	412	388	469
1124	4	1	6
11240	250	226	266
112401	0	0	0
11243	556	541	607
11244	1474	1476	1725
11245	514	515	557
112464	0	0	0
11247	486	481	509
112476	42	42	37
112479	1241	1237	1430
11248	3	2	2
112483	2406	2212	2411
112487	1044	962	1094
11249	0	0	0
112495	3994	3678	4200
11250	1	0	3
11251	11	8	11
11252	2820	2621	3018
11253	2802	2623	3073
11254	0	0	0
11255	1	2	1
11257	668	591	756
112574	852	770	922
11258	1408	1314	1496
11259	0	0	0
112597	16	21	21
11260	7359	6954	7955
112609	0	1	0
11261	4228	3933	4463
112611	1383	1304	1552
112616	85	93	109
11262	5	2	1
11264	0	0	0
11266	456	410	474
11267	2181	2075	2238
11269	405	388	403
11270	241	238	246
112703	122	117	138
112714	2	2	1
11272	0	0	1
112724	466	430	483
11273	3453	3044	3545
11274	289	312	354
112744	0	0	0
11275	296	287	386
112752	526	527	655
112755	20	21	12
11276	3266	3192	3455
11277	2079	1986	2177
112770	1927	1750	1930
11278	5	10	12
11279	53	55	55
1128	4	3	5
11280	2	1	3
112802	0	0	0
11281	2	1	1
112812	758	718	890
112817	1040	973	1100
11282	2981	3002	3300
11283	25	19	35
11284	752	845	910
112840	811	734	926
112849	174	192	233
11285	729	742	816
112858	832	757	887
112869	317	275	374
112885	6	2	4
1129	0	0	0
112936	3343	3254	3624
112937	0	0	0
112939	6061	5611	6394
112942	830	785	873
112950	915	808	1015
112970	0	0	0
113	97	88	102
1130	498	450	555
113000	797	695	781
113026	385	379	386
11309	0	0	2
113091	0	0	0
1131	15	21	15
11311	1219	1055	1335
113115	126	123	145
11313	1057	1128	1110
113130	1478	1357	1516
11314	0	0	0
113146	225	211	255
11315	8410	7804	8946
113157	58	81	65
11316	4606	4579	4911
11317	1	1	0
113174	572	552	651
113177	59	65	84
113178	4745	4495	5231
113179	75	86	122
11318	0	0	0
113189	959	831	1002
11319	1314	1281	1462
1132	3	4	0
11320	246	246	286
113201	4154	4172	4613
11321	761	699	926
11322	964	887	1098
113220	108	107	121
113230	34	41	46
113235	2715	2603	3044
113246	3553	3280	3600
11325	4828	4668	5147
113251	2668	2680	3147
11326	0	0	0
113263	217	182	221
113277	0	1	2
113278	62	95	103
11328	1562	1581	1698
11329	1520	1364	1639
1133	1	2	2
11330	1	0	2
11331	7183	6656	7780
11332	1199	1185	1415
11333	4255	4126	4436
11334	1137	1100	1206
11335	6970	6527	7483
11336	1293	1157	1369
11337	12463	11517	13346
11338	8520	8039	9244
11339	377	332	425
1134	0	0	0
11340	553	462	568
113402	821	793	897
11341	0	0	0
113419	2367	2114	2461
11342	712	639	787
11343	180	187	230
11344	1352	1344	1515
113444	1008	962	1056
11345	1606	1560	1815
113451	46	60	60
113452	2805	2453	2717
113457	5	3	1
11346	50	34	46
1135	33	34	31
113510	350	392	408
113540	18	24	26
1136	33	38	37
113612	626	615	676
113622	513	481	558
113655	1302	1162	1350
113675	1080	1097	1131
113691	4	1	2
1137	3	1	5
113730	3	1	0
113746	0	0	0
113763	169	180	211
113791	653	604	685
1138	409	428	463
113802	194	185	248
113828	505	450	540
113829	4284	4005	4523
113835	0	0	1
113878	559	489	546
1139	21	10	17
114	0	0	0
1140	59	47	69
114026	0	0	0
114034	655	572	670
114036	4	3	5
114038	0	0	3
114041	0	0	0
114043	68	66	92
114044	305	323	344
114049	1705	1625	1813
114088	2	0	5
1141	4	7	2
114112	425	405	453
114131	0	0	0
114132	0	0	0
114134	36	32	48
1142	0	0	0
114224	2	0	0
114294	815	747	863
114299	23	31	50
1143	0	0	0
114327	446	478	505
114335	0	0	0
114336	0	0	0
1144	0	0	0
1145	6	11	9
114548	0	0	0
114569	3802	3481	4111
114571	0	0	0
114599	3	1	0
1146	0	0	0
114609	501	444	533
114614	0	0	0
114625	722	675	756
114659	177	197	174
1147	617	587	633
114757	2	2	4
114769	0	0	0
114770	2	0	5
114771	0	0	0
114780	3	9	3
114781	806	814	808
114783	397	406	389
114784	0	0	0
114785	2078	1976	2254
114786	0	0	0
114787	264	228	265
114788	0	0	0
114789	1226	1147	1389
114790	446	422	473
114791	880	861	917
114792	19	14	22
114793	42	47	54
114794	202	167	222
114795	8	10	11
114796	165	156	211
114798	0	0	0
114799	774	726	874
114800	24	8	17
114801	0	0	0
114803	1419	1531	1641
114804	1105	1083	1139
114805	2	5	5
114814	69	73	79
114815	0	0	0
114818	190	191	217
114819	122	129	135
114821	245	208	228
114822	1106	1102	1253
114823	1935	1954	2308
114824	0	2	0
114825	579	554	607
114826	666	658	750
114827	2	6	6
114836	0	0	0
114876	1180	1081	1310
114879	1658	1454	1726
114880	45	52	50
114881	1	2	4
114882	4895	4860	5994
114883	1013	1041	1172
114884	54	65	93
114885	512	522	608
114897	13	9	11
114898	3	5	6
114899	189	173	202
1149	1	0	1
114900	0	1	0
114902	0	0	0
114904	326	286	366
114905	0	0	0
114907	363	304	351
114908	5215	4843	5654
114915	479	473	511
114926	783	767	844
114928	22	14	22
114932	2429	2279	2618
114960	0	0	0
114971	1512	1399	1579
114984	608	570	565
114987	508	470	512
114990	494	415	460
114991	1728	1717	1972
115	915	842	948
115004	0	3	2
115019	0	0	0
115024	1876	1854	2087
115098	1878	1693	2025
115106	766	678	761
115110	1	0	2
115111	2	3	2
115123	128	132	120
115196	169	171	179
1152	21224	19349	22606
115201	753	772	891
115207	8	18	9
115209	1172	1033	1195
115265	0	0	0
115273	0	0	0
115286	342	289	342
115290	1	0	0
115294	1387	1347	1576
1153	9901	9680	10589
115330	25	24	35
115350	0	0	0
115352	0	0	0
115353	1516	1373	1508
115361	0	1	1
115362	0	0	0
115399	462	458	527
1154	117	112	148
115416	566	561	582
115426	557	499	646
1155	2376	2234	2483
115509	466	472	549
115548	543	561	628
115557	261	243	278
115560	88	64	89
115572	1	2	1
115584	10	6	2
115650	4	7	10
115653	0	0	0
115677	106	113	121
115701	10	5	5
115703	424	449	494
115704	1178	1103	1215
115708	625	545	577
115727	0	0	1
115749	2	3	0
115752	1822	1750	2075
115761	0	0	0
115795	1	2	3
1158	0	0	0
115811	75	64	88
115817	612	673	670
115825	180	187	243
115827	1	0	2
115861	0	0	0
1159	272	227	270
115908	0	1	0
115939	785	759	823
115948	54	72	66
115950	230	202	232
115992	266	274	325
116	0	0	0
1160	3	1	1
116028	235	210	313
116039	974	942	1028
116064	3779	3766	4377
116068	613	690	820
116071	5	7	2
116085	2	0	0
116092	725	746	818
116093	2	1	2
1161	241	170	233
116113	1982	1885	2165
116115	313	275	329
116123	0	0	0
116135	0	0	0
116138	2755	2654	3006
116143	235	203	227
116150	1114	1089	1331
116151	7236	6813	8056
116154	1	0	0
116159	0	0	0
116173	0	0	0
116179	0	0	0
116211	0	0	0
116224	626	627	638
116225	857	817	897
116228	2007	1938	2224
116236	271	277	286
116238	1539	1383	1547
116254	658	598	735
116255	0	0	0
116285	25	25	19
1163	464	431	540
116328	30	34	45
116337	8	4	7
116349	649	578	633
116362	41	33	36
116369	2	2	1
116372	0	0	0
116379	0	0	0
1164	1994	1802	2131
116412	64	45	57
116437	0	0	1
116441	0	0	0
116442	411	391	449
116443	7	9	8
116444	3	0	0
116447	787	722	905
116448	1	1	0
116449	0	0	0
116461	1114	1070	1242
116496	263	215	247
116511	0	0	0
116512	0	0	0
116519	3	1	2
116534	4	3	1
116535	0	2	5
116540	497	536	602
116541	1270	1249	1323
116729	5	0	5
116828	13	9	21
116832	0	0	0
116835	30	20	27
116840	1854	1923	2190
116841	1395	1339	1398
116842	18	16	44
116843	359	406	425
116844	18	13	18
116931	137	120	134
116933	0	0	0
116936	46	48	38
116937	15	18	29
116938	16	21	27
116966	5	3	6
116969	0	0	0
116983	1995	1989	2440
116984	65	73	68
116985	2903	2824	3173
116986	6	4	8
116987	541	514	554
116988	1926	1825	2087
117	0	0	0
117143	519	496	544
117144	0	0	1
117145	1446	1470	1634
117153	0	0	0
117154	0	0	0
117155	85	68	77
117156	0	0	0
117157	0	0	0
117159	0	0	0
117166	2	3	5
117177	708	724	825
117178	2143	2050	2536
117194	0	0	0
117195	0	0	0
117196	0	0	0
117245	0	0	2
117246	2889	2711	3124
117247	176	152	199
117248	3	1	5
117283	2	1	2
117285	0	0	0
117286	1	0	1
117289	0	0	0
1173	9663	9052	10180
1174	4180	4111	4336
1175	2183	2054	2383
117531	5	5	7
117532	0	0	2
117579	0	0	0
117581	0	0	0
117583	440	392	441
117584	227	216	279
1176	695	648	788
117608	183	200	274
1178	0	0	0
117854	0	0	0
1179	0	0	0
118	5941	5599	6301
1180	1	0	2
1181	596	610	659
1182	7309	6749	8000
1183	522	523	613
1184	484	480	525
118421	268	225	300
118424	1739	1606	1919
118425	0	0	0
118426	207	202	222
118427	0	0	0
118429	134	115	148
118430	3	1	2
118432	0	0	0
118433	257	246	281
118442	1	1	0
118460	571	530	612
118461	0	0	0
118471	2	0	1
118472	1938	1792	1946
118487	1242	1095	1259
118490	31	38	53
118491	541	551	624
1185	629	653	707
1186	1460	1526	1728
118611	0	0	0
118663	9	9	7
118670	0	0	0
118672	178	135	169
1187	0	0	0
118738	10	8	11
118788	98	93	113
1188	0	0	0
118812	661	583	727
118813	1066	1064	1211
118856	5	5	5
118881	171	165	185
118924	284	284	352
118932	46	42	69
118980	1623	1519	1818
118987	1212	1267	1396
119	19	23	25
119016	70	82	111
119032	726	619	803
1191	457	405	427
119180	0	0	0
1192	4916	4643	5206
1193	11	8	11
119369	0	1	3
119385	62	52	73
119391	64	69	68
119392	217	233	267
119395	0	0	0
119437	0	0	0
119467	0	0	0
1195	931	944	1055
119504	2564	2447	2739
119548	0	0	1
119559	1484	1398	1584
119587	0	0	0
1196	1497	1496	1708
119678	0	1	0
119679	0	0	0
119682	0	2	0
119687	0	1	0
119692	0	0	0
119694	1	0	0
119695	0	0	0
1197	1	1	2
119710	283	212	266
119749	0	0	0
119764	0	0	0
119765	0	0	0
119772	0	0	0
119774	0	0	0
1198	1973	1717	1986
12	8	7	10
120	2090	2023	2305
1200	4182	3854	4314
120065	0	0	0
120066	0	0	0
120071	589	610	720
1201	1395	1359	1469
120103	205	210	261
120114	0	0	1
120146	1	0	0
120224	147	160	172
120227	516	511	559
120237	0	0	0
1203	836	798	1027
120376	90	70	98
120379	116	110	124
120400	2	3	7
120406	0	0	0
120425	1	0	0
120526	323	311	391
120534	285	267	310
120586	0	0	0
1207	2730	2310	2814
120775	0	0	0
120776	0	0	0
120787	0	0	0
120793	0	0	0
120796	0	0	0
1208	0	0	0
120863	55	42	65
120892	0	0	0
1209	87	63	99
120935	1	3	1
120939	0	0	0
121006	0	0	0
121053	372	350	358
1211	2682	2457	2738
121129	0	0	0
121130	0	0	0
1212	1567	1540	1742
121214	0	0	2
121227	769	674	866
121256	0	0	0
121260	340	322	358
121268	10	9	7
121273	0	2	0
121274	644	622	741
121275	0	0	0
121278	0	0	0
1213	18244	17065	19944
121340	2	2	6
121355	0	0	2
121364	0	0	0
121391	0	0	0
121441	847	779	943
121456	0	0	0
121457	129	120	104
1215	0	0	0
121504	2	3	2
121506	2	2	1
121512	424	417	489
121536	727	646	793
121549	0	0	0
121551	4	4	5
121599	2	2	9
121601	7	5	4
121642	823	754	880
121643	63	69	69
121665	1404	1319	1414
121793	1	1	0
121838	0	0	1
121952	0	0	2
122011	1	1	0
122042	0	0	0
122046	0	0	0
122060	369	394	468
122183	0	0	0
122258	0	0	0
122402	0	3	3
122416	159	153	170
122481	58	54	69
122509	154	193	212
122525	91	104	141
122553	1043	1014	1182
122616	656	651	783
122618	1	0	1
122622	336	327	385
122651	0	0	0
122664	0	0	0
122665	0	0	0
122704	1152	1102	1196
122706	0	1	3
122740	0	0	0
122742	0	0	0
122748	0	0	0
122769	438	400	435
122773	1	0	0
122786	81	80	110
122809	1287	1184	1432
122830	687	649	763
122876	0	0	0
122945	5	16	19
122953	393	402	495
122961	530	497	570
122970	0	1	1
123	30	19	34
1230	0	0	0
123016	1672	1567	1849
123036	2568	2552	2971
123041	1	1	0
123096	3191	3030	3395
123099	107	101	130
123103	0	3	0
123169	1496	1369	1617
1232	0	0	0
123207	397	332	395
123228	209	189	227
123263	640	636	724
123264	7	10	9
123283	2488	2475	2821
1233	0	1	0
123346	4	4	5
123355	241	269	281
1234	0	0	0
1235	0	0	0
123591	57	84	81
1236	0	0	1
123606	1097	1059	1221
123624	0	0	0
123688	239	202	300
1237	0	0	0
123720	389	368	402
123722	1	2	2
123745	0	1	2
123775	83	80	85
1238	20	16	12
123803	406	348	428
123811	934	881	1041
123872	31	19	39
123876	0	0	0
123879	193	181	180
123904	8	8	6
123920	6	1	4
123970	0	0	0
124	0	0	0
1240	0	0	0
124044	313	343	378
124045	282	252	259
124056	5	1	7
124093	414	455	476
1241	448	469	505
124149	3	0	1
124152	176	174	189
124220	1315	1355	1397
124221	0	0	0
124222	476	459	516
124245	1473	1389	1738
124274	0	0	0
124359	295	314	349
1244	2	1	8
124401	248	229	288
124402	441	392	453
124404	9	3	6
124411	433	438	473
124446	1829	1666	1888
124454	1701	1658	1963
124460	0	0	0
124491	182	163	198
124512	769	748	855
124535	0	0	4
124538	0	0	0
124540	4597	4534	5209
124565	3356	3225	3865
124583	3738	3686	4036
124590	4	2	4
124599	0	0	1
124602	0	1	0
124626	2	0	0
124637	2009	1825	2200
124641	13	11	11
124739	418	394	448
124751	543	559	694
124773	0	1	0
124783	44	52	51
124790	280	277	298
124801	161	139	180
124808	637	588	703
124817	117	91	135
124842	1	1	4
124857	2	0	0
124871	0	0	0
124872	2	6	4
124912	0	0	0
124923	167	178	180
124925	3	6	2
124930	532	470	531
124935	1973	2035	2173
124936	1678	1573	1820
124944	0	0	0
124961	3	1	3
124975	5	3	0
124976	27	19	24
124989	0	11	8
124995	1551	1481	1655
124997	1773	1585	1830
125	0	0	1
125050	10	7	100
125058	5700	5380	6041
125061	2217	2055	2344
125111	41	39	44
125113	0	0	0
125115	0	0	0
125144	21095	19462	21650
125150	800	685	802
125170	567	479	544
125206	2	3	0
125228	320	290	315
125336	0	0	2
125476	541	497	641
125488	480	511	536
125704	0	1	1
1258	0	0	0
125875	28	33	29
125893	197	219	236
1259	89	82	93
125919	244	235	244
125931	0	0	1
125950	1977	1914	2233
125958	0	0	0
125962	0	0	0
125963	0	0	0
125965	0	1	0
125972	2	8	8
125981	0	2	0
125988	1475	1447	1478
125997	0	0	0
126	4	0	12
1260	0	0	0
126003	771	605	733
126006	39	32	44
126014	6	7	10
126017	258	242	289
126068	410	415	472
126069	50	40	37
126070	581	570	588
126074	214	178	193
126075	454	468	608
1261	0	0	0
126119	264	215	294
126123	0	0	0
126129	108	102	115
126133	786	698	816
126147	29	23	21
1262	8	17	16
126204	0	0	0
126205	0	0	0
126206	1	3	2
126208	655	537	687
126231	113	122	138
126248	2	3	0
126259	0	0	0
126272	139	137	172
126282	133	131	151
126295	243	218	242
126298	1710	1538	1823
126299	507	482	585
1263	143	129	135
126306	0	0	1
126308	1435	1420	1468
126321	912	887	1067
126326	0	2	4
126328	2597	2428	2875
126353	12	13	9
126364	0	2	0
126370	0	0	0
126374	6	7	10
126375	219	231	206
126382	787	700	795
126393	6	8	8
1264	0	0	0
126402	0	0	0
126410	0	2	0
126432	481	464	482
126433	2	0	0
1265	825	811	904
126520	1	7	3
126526	385	401	402
126536	0	0	0
126541	0	0	0
126549	17	22	22
126567	8	9	10
1266	3	2	0
126626	302	295	341
126637	0	0	0
126638	0	0	0
126661	103	112	102
126668	0	0	1
126669	0	0	0
126695	746	676	798
1267	3674	3359	3873
126731	831	830	965
126755	0	0	0
126767	0	0	0
126789	400	438	471
126792	1473	1273	1640
1268	0	0	0
126820	12	7	11
126823	486	507	498
126859	15	9	18
126868	15	9	15
1269	0	0	0
126917	230	198	222
126961	0	0	0
126969	252	232	289
127	0	0	0
1270	0	1	0
127002	353	337	439
127003	0	0	0
127018	1152	1065	1219
127059	0	0	0
127062	0	0	0
127064	0	0	0
127066	0	0	0
127068	0	0	0
127069	0	0	0
127074	0	0	0
127077	0	0	0
1271	0	1	1
127124	0	0	0
1272	0	0	0
127247	0	0	0
127253	1392	1299	1497
127254	0	0	0
127255	5	5	4
127262	2030	2055	2150
127281	2383	2297	2528
127294	0	0	1
127343	114	95	144
127385	0	0	0
127391	0	0	0
127396	69	64	83
127428	466	403	473
127435	1	0	0
127495	19	22	17
127534	0	0	0
127540	0	0	0
127544	395	354	374
127550	3	3	4
127579	285	316	373
127602	259	273	267
127623	0	0	0
127665	117	136	140
127670	0	0	0
127687	801	756	837
1277	623	650	732
127700	503	511	546
127703	876	838	997
127707	1	0	1
127731	9	16	14
127733	3	1	1
127795	0	0	0
1278	0	0	0
127829	1064	1060	1181
127833	0	2	0
127841	0	0	0
127845	156	119	115
127933	7485	6947	8199
127943	20	23	33
128	2112	2010	2221
1280	5	0	2
128025	0	0	0
128061	537	471	578
128077	189	181	220
1281	124	155	159
128102	0	0	0
128153	63	59	87
128178	6	11	14
1282	0	0	0
128209	0	0	0
128218	1476	1339	1473
128229	81	78	108
128239	1030	918	1155
128240	4376	4092	4555
128272	496	460	524
128308	863	792	938
128312	13	11	7
128322	0	0	0
128338	447	416	471
128344	104	78	105
128346	2	1	2
128360	0	0	0
128366	0	0	0
128367	0	0	0
128368	0	0	0
128371	0	0	0
128372	0	0	0
128387	697	636	728
1284	47	37	53
128408	0	0	0
128414	0	0	2
128434	80	113	103
128439	133	121	138
128486	270	218	281
128488	0	0	1
128497	26	35	38
1285	16	9	25
128506	0	0	0
128553	28	18	26
1286	11	16	8
128602	0	0	0
128611	0	0	0
128637	1836	1812	2058
128646	0	0	0
128653	0	0	0
128674	0	0	0
1287	2644	2567	2850
128710	197	200	237
1288	44	38	61
128817	0	2	1
128821	0	0	0
128822	0	0	0
128826	0	0	0
128853	3	1	2
128854	0	2	0
128859	0	0	0
128861	0	0	0
128864	4	3	2
128866	2382	2139	2417
128869	781	686	831
128872	0	0	0
128876	1	2	0
1289	24	23	19
128954	0	0	2
128977	604	544	584
128989	731	673	703
1290	1200	1253	1429
129049	82	75	98
129080	91	85	69
1291	4453	4509	5196
129138	637	615	732
1292	1269	1208	1456
129285	339	349	438
129293	1	2	1
1293	2	1	0
129303	346	300	330
1294	199	210	233
129401	279	284	266
129446	1	0	0
129450	250	236	254
1295	0	0	0
129521	0	0	0
129530	4	7	8
129531	175	176	184
129563	471	455	538
1296	30	18	18
129607	74	64	78
129642	1456	1388	1575
129684	1	0	0
129685	512	472	597
1297	0	0	0
129787	576	546	660
129790	466	423	461
1298	261	241	284
129804	10	15	15
129807	10	12	21
129831	430	364	523
129852	0	0	0
129868	0	0	0
129880	387	392	433
129881	10	8	3
1299	101	79	64
13	0	0	0
130	0	0	0
1300	0	0	0
130013	1	0	0
130026	315	273	372
130074	6017	5717	6392
130075	0	0	0
1301	0	0	1
130106	0	1	0
130120	0	0	0
130132	3	3	5
130162	127	142	155
1302	31	23	42
130271	6	5	9
1303	6	10	8
130340	662	645	742
130355	392	331	409
130367	28	43	29
130399	1	3	4
130497	0	0	0
1305	4	6	4
130502	106	103	122
130507	1596	1523	1798
130535	545	487	671
130540	9	6	3
130557	710	775	838
130560	0	0	0
130574	21	6	10
130576	9	3	8
130589	1	1	6
1306	1	0	0
130612	46	51	49
130617	425	406	406
1307	149	145	166
130733	25	17	21
130749	1	1	3
130752	194	187	202
1308	8	17	7
130813	2	5	1
130814	387	318	425
130827	132	119	126
130872	725	822	892
130888	150	152	169
130916	979	1001	1127
130940	26	43	32
130951	0	0	0
131	0	0	0
1310	0	1	0
131034	5	3	5
131076	615	534	633
131096	17	13	29
1311	9	5	6
131118	896	796	985
131149	0	0	0
131177	1	1	1
1312	3723	3375	4006
131368	356	350	381
131375	0	0	0
131377	0	0	0
1314	5466	5102	5798
131405	2	2	1
131408	562	522	608
131450	0	0	0
131474	766	653	794
1315	5346	4965	5760
131540	3	4	2
131544	809	753	901
131566	223	226	221
131578	0	0	1
131583	718	709	712
1316	333	279	363
131601	1178	1044	1184
131616	548	519	574
131669	3	0	1
1317	3009	2881	3206
1318	193	145	184
131831	4	2	5
131870	2530	2374	2724
131873	0	0	1
131890	0	1	0
131909	0	0	0
131920	0	0	0
131965	568	496	555
132	1386	1309	1507
132001	363	340	379
132014	38	37	47
132112	0	0	1
132141	0	0	0
132158	228	199	244
132160	328	322	344
132200	0	0	0
132203	2	3	2
132204	0	0	0
132228	1	2	2
132241	95	106	107
132243	0	0	0
132299	1720	1593	1798
132320	209	223	235
132321	264	270	320
132332	0	0	0
132430	0	0	0
1325	8	3	5
1326	209	221	238
132612	0	0	0
132625	0	0	0
132660	717	769	870
132671	288	328	314
1327	8089	7921	8759
132720	250	280	314
132724	0	0	0
132789	715	689	828
132851	12	8	13
132864	203	200	218
132884	0	0	0
1329	2497	2279	2645
132946	0	0	1
132949	525	478	585
132954	1	0	0
132989	27	19	21
133	31	29	33
133015	312	313	351
133022	322	274	327
133060	0	0	0
133121	0	0	0
133308	101	97	125
133383	113	129	148
133396	2	2	0
133418	1712	1656	2003
133482	0	0	0
133491	5	3	2
133522	420	413	442
133558	0	0	0
133584	0	0	0
133619	2885	2661	3107
133686	5537	5458	6040
133688	1	0	0
133690	1	1	3
1337	3816	3469	4016
133746	1418	1302	1544
133874	0	0	0
1339	0	0	0
133923	2	0	2
133957	487	492	541
134	34	28	27
1340	5189	4924	5188
134083	0	0	0
134111	1	0	1
134121	3	1	3
134145	875	811	911
134147	1870	1679	1907
134187	0	0	1
134218	1009	934	1165
134265	12	16	19
134266	1442	1276	1505
134285	16	14	13
134288	0	0	0
134353	120	102	155
134359	282	279	274
134391	0	0	0
134429	644	664	718
134430	1323	1279	1472
134466	55	67	78
134492	1134	1042	1185
1345	3848	3685	4015
134510	989	853	1068
