GeneID	Du145 siControl	Du145 siCDCA2	PC4	LNCap	22RV1	Du145	PC3	Prostate
100287102	0	0	4	6	8	0	9	4
653635	21	69	350	231	885	247	367	338
102466751	0	0	6	5	3	3	7	7
107985730	0	0	0	1	0	2	1	0
100302278	0	0	0	0	0	0	0	0
645520	1	3	0	1	0	2	9	2
79501	0	0	0	0	0	0	0	0
100996442	5	8	55	53	16	64	48	55
729737	5	22	548	112	591	368	330	235
102725121	0	0	2	7	1	1	11	5
102723897	21	77	369	232	950	271	401	331
102465909	0	0	6	4	3	4	7	8
107985721	1	0	0	1	0	3	3	0
112268260	1	2	13	15	10	12	9	11
729759	0	0	0	0	0	0	0	0
100132287	5	16	396	118	439	204	182	197
105378947	0	0	1	3	1	1	0	1
101928626	0	0	0	0	0	0	0	0
113219467	1398	1292	1541	1746	15012	1692	1019	763
81399	1	0	2	3	3	4	1	1
100133331	4	17	416	137	450	204	191	228
107984841	1	2	41	25	11	30	22	16
107984847	2	2	79	47	3	36	33	24
107984849	0	0	8	3	0	6	3	1
100288069	3	7	67	36	10	59	45	15
105378580	7	4	34	36	16	35	45	46
400728	1	0	6	12	0	4	9	4
79854	3	9	37	25	24	37	29	68
643837	75	90	546	381	76	315	170	318
107984850	0	0	2	6	1	1	1	2
284593	0	1	4	5	7	6	5	7
284600	0	3	1198	218	162	60	14	37
100130417	0	2	280	61	295	18	2	208
107985728	0	0	336	89	11	23	0	164
148398	53	84	1097	379	1005	222	174	385
26155	412	920	3338	2857	1726	1769	2344	569
339451	22	54	972	424	467	275	491	133
84069	15	34	239	333	105	159	190	53
84808	5	7	46	62	63	23	33	29
57801	84	374	1058	594	3000	313	255	211
9636	842	8673	70	1908	2459	1051	1162	105
375790	1461	3366	11734	3403	1649	21539	27392	971
100288175	49	95	43	33	25	108	209	5
112267874	3	11	12	25	35	14	44	5
105378948	44	78	69	71	52	110	196	36
401934	13	18	56	50	14	29	9	7
54991	33	112	582	220	785	271	593	139
254099	0	0	0	0	0	0	0	2
406984	0	0	0	2	0	0	1	2
406983	0	0	0	4	0	0	1	6
554210	0	0	0	4	0	0	1	5
100506376	0	0	0	0	1	0	0	4
254173	0	0	0	1	1	0	4	14
8784	9	13	72	19	472	11	220	10
7293	2	0	1	1	1	0	6	15
51150	521	831	3130	2893	1424	2688	6241	1393
126792	234	468	289	1112	687	756	1346	156
388581	3	7	27	9	37	21	14	18
118424	363	752	1386	1171	880	911	1848	346
101928895	0	1	21	53	8	54	70	45
6339	4	6	48	106	46	123	178	134
116983	62	124	2056	1302	1671	572	1222	712
102465434	0	0	0	0	0	0	1	0
109623456	0	0	11	2	0	2	2	4
126789	116	260	506	367	1018	277	581	135
54973	287	499	1675	1241	1909	1257	2122	1018
102465435	0	0	3	5	3	4	0	1
80772	103	205	633	886	888	391	1254	259
83756	10	4	36	45	37	43	48	12
1855	208	419	2494	1756	1166	1427	5447	675
102466740	0	0	0	0	0	0	0	0
54587	14	26	65	655	474	279	364	524
54998	555	1028	1524	1800	4160	1044	2413	455
81669	90	154	4143	2232	2167	2512	8527	2666
148413	83	124	543	587	451	332	550	176
55052	246	487	1221	1551	1232	557	1386	424
107984868	1	1	9	5	0	3	4	12
441869	5	1	35	43	5	31	3	93
105378585	7	4	1	6	1	15	2	19
643965	0	0	0	0	0	0	0	3
102724312	5	11	3	31	0	32	1	29
107985729	2	4	2	29	1	22	1	6
64856	165	149	585	1340	233	974	186	1700
219293	11	25	110	126	57	140	110	71
83858	48	242	1071	917	1081	481	1035	366
55210	123	240	1178	981	1488	558	1507	214
339453	2	0	23	11	19	10	10	22
29101	527	835	2464	2109	2517	1107	3071	679
643988	148	212	341	840	741	346	155	24
105378586	5	6	22	38	8	21	8	2
142678	65	75	577	682	1228	341	1605	722
8510	2	3	78	34	189	20	83	53
984	85	162	1292	989	1454	788	1879	507
728661	229	319	4299	2831	690	1408	4029	989
8511	0	0	10	5	44	1	29	22
728642	62	115	928	766	984	545	874	444
9906	83	130	2054	1255	627	688	1519	732
112268218	14	28	132	107	156	76	92	46
65220	319	499	1968	1902	473	1157	1908	544
2782	3161	3188	11920	7546	3584	8303	16414	2713
105378949	4	9	20	48	15	5	14	15
163688	1	0	3	13	5	36	1	17
339456	41	61	108	175	46	45	53	10
85452	5	5	1	1	0	28	2	4
107984872	0	0	5	2	0	3	0	0
105378589	0	1	0	1	1	20	0	0
2563	8	16	1	7	18	103	0	2
105378590	0	0	0	0	0	1	0	0
105378591	1	0	1	1	6	2	0	1
5590	121	179	704	594	295	543	877	294
100506504	3	2	106	31	35	41	61	46
199990	291	512	856	716	1823	896	1685	485
112268219	13	11	88	290	172	126	185	75
105378593	0	2	2	3	6	9	4	8
6497	170	178	2831	1749	478	1209	3358	778
79906	5	36	270	141	67	77	133	115
100129534	2	7	195	73	152	28	35	57
11079	863	1314	2184	2541	2070	2174	3863	1437
5192	145	278	355	909	668	389	679	390
9651	2	3	36	132	19	20	78	540
55229	56	137	336	508	148	401	945	197
388585	0	1	0	1	5	3	0	2
115110	0	5	1	19	0	10	11	90
8764	16	14	13	167	80	36	131	1115
100996583	0	0	0	3	0	3	4	1
127281	127	146	821	1021	228	443	1227	219
79258	17	11	87	184	66	41	121	45
105378597	0	0	0	0	0	2	0	1
100287898	1	2	0	27	4	32	29	16
105378603	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0
107985732	0	0	0	1	0	0	0	0
105378600	0	0	0	0	0	0	0	0
105378598	0	0	1	1	0	0	1	2
107984904	0	0	0	1	0	0	0	0
105378599	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0
440556	0	0	0	2	1	1	0	24
63976	6	4	7	3	2	16	1	22
100422968	0	0	0	0	0	0	0	0
105378606	0	0	0	2	0	0	0	0
107984909	0	0	0	3	0	0	1	1
105378605	0	0	0	0	0	2	0	1
105378604	0	0	0	0	0	3	0	1
27237	33	79	1335	680	587	230	48	220
1953	16	24	606	80	486	498	672	843
105378608	0	0	0	2	0	0	0	2
693135	0	0	0	0	0	1	0	0
105378607	0	0	1	0	0	0	0	0
127262	187	314	849	1189	1084	447	1854	500
49856	78	124	486	327	357	242	617	144
7161	6	4	94	100	59	24	17	66
105378610	0	0	1	6	0	0	1	0
105378609	0	0	0	0	0	0	0	0
57212	125	257	690	753	262	702	1593	333
148870	0	0	0	5	0	6	2	5
388588	6	29	15	16	13	32	38	21
57470	136	248	1614	1345	953	712	1590	543
9731	25	39	1299	906	417	249	1727	328
1677	23	33	420	239	78	117	348	94
107984910	0	0	8	4	1	4	15	2
339448	102	226	624	248	282	324	931	143
100133612	0	1	12	10	6	6	15	3
728716	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	1
105376673	0	0	72	5	161	0	0	1
284661	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0
55966	0	0	0	0	0	1	0	22
105376680	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	1	0
261734	59	104	565	405	114	337	738	86
8514	70	92	130	480	58	402	757	68
26038	3	8	35	14	106	60	8	41
105376687	0	0	0	1	1	1	0	0
6146	1362	1512	4319	2525	6334	2785	5460	1978
107985733	1	3	39	14	15	16	23	4
102724450	4	9	31	7	24	23	11	2
388591	16	23	257	280	182	301	618	247
23463	1293	1448	3862	1971	1041	3681	5574	631
148645	7	5	4	4	7	15	14	1
390992	0	0	0	0	0	0	0	0
387509	41	100	61	131	142	272	6815	41
11332	348	646	988	545	569	882	2732	109
54626	9	2	1	61	32	25	512	36
83715	4	7	80	217	134	17	103	70
100422975	0	0	0	0	0	0	0	0
8718	4	6	232	32	441	148	648	115
57449	35	72	441	101	129	582	2657	248
79707	76	165	1356	937	540	636	1624	269
80835	1	1	2	21	0	0	3	0
107984912	0	0	0	0	0	0	0	0
3104	36	121	391	315	891	251	543	392
9903	116	332	814	1168	91	589	2469	500
107984913	1	0	7	2	3	10	23	13
148479	266	353	1148	381	285	768	1535	261
90326	71	174	619	445	641	407	759	240
55735	109	237	1351	1158	400	896	1740	293
100505887	0	0	0	0	0	0	0	0
110841581	3	3	2	7	13	7	6	1
23261	256	388	567	565	537	684	416	350
105376692	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0
105376689	3	7	2	73	10	60	0	33
9341	784	784	1242	1172	440	1726	2421	660
8863	11	11	134	271	2	75	406	588
10911	0	0	1	2	1	3	0	3
3604	56	83	0	47	2	144	59	6
11315	1385	1982	3249	4448	2979	2539	2932	1391
54206	2972	3239	973	2829	125	7692	10803	259
107984915	0	0	0	1	0	0	4	0
102724539	0	1	0	0	0	1	0	3
105376695	0	0	0	0	0	0	0	0
50651	14	30	132	74	9	132	111	48
473	139	221	4680	483	545	1587	2101	2181
102724552	1	0	1	3	0	0	0	12
106632271	0	0	1	0	0	0	0	0
2023	21298	22110	15333	19962	8418	54644	52466	2474
102465436	0	2	0	2	1	1	1	0
100505975	1	2	4	25	15	18	3	5
112268261	11	16	6	11	3	19	11	2
765	0	0	0	0	0	0	0	38
155184	0	0	0	0	0	3	0	2
6518	1	1	7	1	3	7	3	730
80045	19	50	395	304	31	258	409	139
106614088	0	3	1	430	31	104	172	74
407040	0	0	0	1	0	1	0	0
102724571	1	1	1	51	13	3	6	15
9563	159	141	402	1715	594	1497	1073	585
80176	157	274	15	145	29	447	816	141
100506022	4	3	1	16	5	8	1	3
84275	60	106	995	1484	554	132	163	142
199953	80	231	1045	634	275	439	392	113
107985734	2	3	37	11	71	15	7	5
105376712	0	0	0	0	0	0	0	0
5293	91	80	91	1076	463	491	1012	197
644997	0	0	0	0	0	0	0	0
101929074	15	21	1	57	0	37	24	13
22883	502	738	6606	4213	2293	6041	5608	2985
56998	272	206	709	618	590	584	1158	653
105376717	5	4	11	11	3	6	24	10
84328	145	94	1123	585	530	506	1044	382
64802	13	21	106	344	235	197	404	109
113391335	0	0	2	2	1	3	3	0
100847055	0	0	0	1	2	1	1	0
116362	174	229	1	36	106	205	43	107
10277	234	271	1530	1550	385	1459	1641	562
23095	330	333	1645	2461	455	2098	2425	760
105376725	1	0	7	7	69	6	6	22
5226	1225	1072	2899	3214	2714	3174	3763	496
100526739	33	69	153	158	107	113	132	37
378708	48	91	233	226	167	145	182	47
1325	2	1	19	12	62	17	14	13
1676	177	394	1116	1595	1163	1511	2441	540
5195	78	160	304	315	344	372	450	239
54897	50	86	2337	1276	487	551	112	1509
105376733	0	0	1	5	0	0	0	12
105376735	1	2	0	0	1	1	0	0
148345	0	0	0	1	57	1	0	1
23435	955	959	4075	2644	1166	3270	3554	1382
10747	3	0	72	48	6	29	81	48
6723	240	866	1335	2536	2876	900	1793	287
5394	201	288	1233	988	507	1425	1621	448
105376736	4	3	16	22	8	16	18	3
2475	377	527	2111	2423	354	2294	2699	651
100873935	2	5	22	22	1	21	21	7
10218	0	0	1	5	0	1	0	67
29914	188	514	425	604	306	415	435	193
105376737	0	0	1	0	0	0	0	14
105376739	0	0	0	0	0	0	0	1
105376740	0	0	1	1	1	0	0	0
57540	0	2	1	4	43	4	16	17
112268221	0	1	0	1	0	0	1	0
101929181	0	0	4	2	0	0	0	0
26232	109	137	257	179	34	440	171	69
93611	26	53	483	526	299	239	462	471
26270	29	63	143	178	187	56	123	86
10459	297	599	512	355	1209	571	765	122
374946	0	1	5	3	15	3	7	3
57085	239	503	598	1429	1234	501	827	1040
284498	5	13	90	139	9	62	67	59
102724659	0	0	0	0	0	2	0	0
4524	40	55	506	851	412	325	377	382
1185	43	81	349	251	228	287	439	414
100379251	4	7	74	38	13	31	47	91
4878	0	1	24	5	16	6	4	43
4879	0	0	0	1	1	0	1	0
26829	0	0	0	0	4	0	0	0
90231	243	455	1048	1002	942	972	1373	457
5351	245	301	2429	2792	442	2919	9035	691
9927	738	1463	1916	2872	1028	2332	4288	883
60672	91	242	415	291	903	356	410	142
102466982	0	0	0	0	1	0	1	0
943	1	1	0	11	0	3	1	2
102465836	0	0	0	0	0	0	0	0
7133	47	197	0	58	4	240	11	90
100616438	0	0	0	0	0	0	0	0
107984917	0	0	0	0	0	2	0	2
55187	275	203	1449	1724	388	1549	2895	703
677885	0	0	2	2	1	1	5	4
105376744	0	0	1	1	2	2	2	1
9249	181	252	43	588	153	647	1332	1096
102466722	0	0	0	0	0	2	1	4
343066	0	0	0	0	0	0	0	2
126767	0	0	0	0	0	0	0	0
93190	0	0	0	1	0	0	0	2
390999	0	0	0	1	0	0	0	0
65121	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0
343069	132	164	97	95	41	172	84	27
65122	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0
649330	1	0	0	0	0	1	1	0
441873	0	0	0	0	0	0	0	0
649324	0	0	0	1	0	0	0	0
440563	87	109	61	63	14	126	51	17
645354	0	0	0	1	0	0	0	0
645359	0	0	0	0	0	0	0	0
101060301	0	1	1	0	0	1	1	0
343070	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0
391002	0	0	0	0	1	0	0	0
645382	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	1	0
126755	0	0	1	2	2	1	2587	1
102724856	0	0	0	0	0	0	186	0
107984918	0	0	0	0	0	0	125	0
10630	3	2	0	0	0	3	77	104
107984919	0	0	0	1	0	0	3	0
105378612	0	0	0	0	0	0	1	0
105376756	0	0	0	0	0	0	0	0
7799	70	127	521	782	201	667	1565	550
23254	25	42	7	109	10	125	75	103
107985467	0	0	0	0	0	0	2	0
107985468	0	0	0	0	0	0	0	1
105376762	0	0	0	0	0	0	0	0
105376759	0	0	0	0	0	0	0	1
107985469	0	0	0	0	0	0	0	0
200197	6	12	4	22	4	40	29	25
55092	196	363	135	90	83	607	570	78
727684	0	0	1	1	5	5	3	4
114827	3	6	0	5	1	46	19	23
101927417	2	3	0	1	0	9	1	37
101927441	4	1	3	2	2	48	27	7
79180	2841	4712	323	442	293	8119	5442	547
11330	0	0	2	0	4	32	6	2
63036	0	0	0	1	0	1	2	0
105376767	0	1	0	0	0	3	0	0
51032	0	0	0	1	0	7	6	1
842	95	143	106	147	113	234	362	171
23341	109	141	1022	559	288	462	906	329
107397391	0	0	0	0	0	0	0	0
79814	10	8	6	5	48	18	27	10
84301	186	324	2118	1725	508	982	1172	952
6248	24	71	299	233	10	146	164	69
23207	338	674	1131	557	623	1289	1681	496
284723	0	1	26	16	38	29	4	53
110806303	0	0	1	1	0	1	0	1
388595	0	0	0	0	2	2	0	0
54751	297	222	369	105	396	1053	2375	436
440567	281	414	407	535	407	423	409	106
729614	16	33	136	78	117	106	92	40
23013	124	155	2811	1258	467	2180	2975	676
7709	49	172	693	224	753	457	689	294
149563	0	0	0	0	0	0	0	3
27129	0	1	0	0	1	7	0	309
1187	3	1	1	0	3	19	0	7
1188	4	4	1	0	7	12	1	6
348487	56	139	17	4	38	153	112	2
1969	516	1675	974	235	130	2443	13980	85
101927479	9	21	7	6	8	94	222	7
128272	152	406	237	226	166	557	270	185
101927546	10	23	15	19	7	35	24	14
79363	6	30	40	51	46	48	68	31
54455	151	257	704	553	466	551	830	563
26099	581	488	1984	1150	897	1493	2617	427
374955	322	254	1155	649	856	888	1573	281
55707	289	405	240	468	398	841	1543	342
107984921	0	1	42	20	59	34	69	43
114819	6	2	144	53	58	118	215	180
26871	1	0	7	1	15	2	2	1
107985757	0	0	0	0	0	1	0	0
100132147	3	2	2	1	1	8	0	0
107985758	0	1	0	0	0	0	0	0
7195	0	0	0	0	0	0	0	0
55672	61	135	1517	514	270	887	1444	345
105376794	12	19	701	140	337	408	798	350
84809	12	26	266	62	241	178	336	164
11209	3	3	24	33	113	52	54	33
107985736	1	0	5	1	8	7	7	5
26869	1	1	8	1	15	2	1	1
107985759	0	0	0	0	0	0	0	0
284729	0	0	3	5	3	12	1	3
100189045	0	0	0	0	0	0	0	0
6060	1	0	6	0	14	1	1	1
11223	5	3	18	24	100	76	37	45
100500876	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0
112267871	3	1	5	2	3	15	0	1
7193	0	0	0	0	0	0	0	0
100189183	0	0	1	0	0	0	0	0
105376805	43	58	5	1	16	92	3	11
791226	0	0	0	0	0	0	0	0
26870	0	1	7	1	10	2	2	1
9696	17	26	366	136	473	242	425	339
4237	39	86	2	0	330	117	9	57
105376806	3	15	0	1	13	9	0	7
23400	192	310	2327	655	1143	820	1568	394
6390	739	1215	1317	837	736	1319	2065	301
11240	70	69	33	46	4	232	45	47
105376808	0	0	0	0	0	0	0	0
400743	2	0	0	0	0	1	0	0
29943	8	6	3	4	1	22	12	2
51702	6	4	1	7	9	20	35	2
100616188	0	0	0	0	0	0	0	0
23569	0	0	0	0	0	0	0	1
353238	0	0	0	0	0	0	0	0
55920	391	646	5987	2082	1366	2114	3584	444
55160	35	52	267	227	206	239	274	325
107984028	0	0	0	0	0	0	0	0
81569	0	4	8	6	2	0	1	0
105376809	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0
101927876	0	0	0	0	0	0	0	0
84966	0	0	1057	5	1	0	1	76
105376814	0	0	5	1	0	1	1	1
127707	0	0	1	2	4	1	0	2
5081	0	0	419	2	0	1	0	3
80834	0	0	0	0	0	0	0	0
8659	198	213	1825	1022	459	620	344	1056
100616120	0	0	0	0	0	0	0	0
100302276	0	0	0	0	0	0	1	0
126917	240	396	409	309	59	1183	1419	203
105376815	0	0	1	0	0	0	0	0
23352	722	1358	4582	3821	1673	7377	12797	1407
101927895	7	17	48	29	13	71	103	20
23065	447	742	2177	1078	495	2606	3550	398
51154	164	273	898	482	1804	744	1389	226
246181	6	17	50	41	131	32	42	29
22977	9	20	45	23	250	30	42	32
100506730	4	3	146	51	158	104	175	83
8574	310	450	828	433	768	713	814	405
54896	64	175	245	183	427	253	414	146
832	1027	1264	2930	2019	2088	3131	4258	2718
105376819	0	0	0	0	0	1	0	4
105376818	0	0	0	0	0	0	0	0
105376817	0	0	0	0	0	0	0	8
105378614	0	0	0	0	0	0	0	2
440574	316	479	819	565	1267	749	1024	741
100532736	172	246	185	28	116	538	648	3810
644068	151	258	189	215	942	231	156	185
4681	163	229	174	12	75	523	638	3830
3362	0	2	1	11	1	8	6	0
255104	71	95	280	353	118	336	334	555
54546	0	0	0	0	4	0	0	0
105376823	0	0	1	0	0	1	4	0
23252	61	89	891	223	199	657	826	265
30814	0	0	0	0	0	0	0	0
5320	0	0	1	521	5	0	2	1052
5322	0	0	0	34	1	2	0	88
26279	0	0	0	1	0	0	1	0
64600	0	0	1	63	3	0	0	11
391013	0	0	0	0	0	0	0	2
127733	6	10	0	3	7	22	2	20
101928017	3	1	0	0	0	2	0	11
105376825	0	0	0	0	0	1	1	3
105376826	0	0	0	2	0	0	1	0
105376827	0	0	0	0	0	0	0	0
105376828	0	0	0	1	0	0	0	0
127731	0	0	1	33	0	0	0	23
339505	0	0	0	1	0	0	0	0
55450	207	259	65	1752	336	721	91	779
79594	207	384	404	372	309	511	853	234
163933	0	0	0	0	4	0	1	6
978	695	765	4	8	21	1698	990	7
65018	268	195	295	364	351	765	1852	486
102464833	8	6	13	10	1	27	51	13
100861548	173	140	498	336	473	714	1441	426
1650	1275	2164	5017	2028	754	5564	8727	1104
57576	14	19	3	4	1	80	44	3
400745	123	470	7	11	8	670	194	0
112268222	119	63	1045	200	573	757	1027	492
50809	424	376	3804	878	911	3061	4269	1408
8672	173	206	2875	2191	463	1869	2615	505
105376830	0	1	9	0	34	3	3	17
105376829	1	0	4	0	11	5	4	4
100302155	0	0	0	0	0	0	0	0
1889	444	298	1766	279	943	5461	4516	1562
100506801	1	0	4	1	4	8	9	9
105376832	0	0	0	0	0	0	0	0
84224	52	41	371	68	80	230	639	99
249	2	0	0	0	440	3	3	19
105376834	0	0	0	0	2	0	0	0
5909	56	49	23	210	925	218	144	473
84196	253	303	1711	850	531	1435	2330	698
401944	45	64	38	40	13	501	570	639
3339	378	796	352	533	30	7099	7981	2105
23436	0	0	0	1	0	0	0	0
10136	0	0	0	1	0	0	0	0
101928043	3	2	6	7	0	7	2	3
29092	64	141	77	61	235	202	208	115
112268223	5	2	4	11	44	7	13	5
998	1283	1221	2824	1969	1667	2398	4659	1310
54361	5	8	8	49	6	31	23	98
105376845	0	0	2	8	17	0	4	15
105376850	0	0	0	0	6	0	1	0
107985377	0	0	0	0	2	0	0	0
100616433	0	0	0	0	0	0	0	0
105376856	0	0	0	0	0	0	0	0
9923	78	138	1183	574	212	862	1947	352
2046	1	0	1	2	11	2	4	0
102466615	0	0	0	0	0	0	0	0
712	0	0	0	0	0	0	0	105
714	0	0	0	0	0	0	0	100
713	0	0	0	0	0	0	0	103
2048	25	74	28	88	24	282	665	36
100616391	0	0	0	0	0	0	0	0
100422914	0	1	0	2	0	3	8	1
646262	0	0	0	0	0	0	0	0
729059	0	0	0	0	2	3	5	1
23028	670	887	2831	1269	824	2777	3050	768
100422866	0	0	0	0	0	0	0	0
7798	408	252	1272	420	228	2099	2221	332
3352	71	84	2	1	9	249	13	4
100996511	2	0	152	21	69	115	127	323
10236	1299	1651	4977	1790	1468	4261	3755	902
80818	100	183	302	197	69	273	456	996
148898	7	4	46	19	13	96	114	250
6920	13	20	1655	144	721	60	335	770
55616	67	108	2760	236	190	378	432	708
1870	51	141	1264	206	608	458	150	1
101928163	0	3	16	3	1	3	1	0
105376859	9	8	6	1	0	69	16	3
3399	624	1089	2631	301	586	2055	1325	597
107984928	1	1	0	1	0	4	0	0
259283	0	0	1	1	1	2	1	0
6135	4116	6845	8053	4588	16473	7761	5941	4706
6924	260	369	1162	1197	703	1462	1375	474
100506963	19	31	114	97	52	109	128	78
57095	146	312	830	427	601	450	672	688
105376860	15	31	32	22	11	39	38	10
11313	337	785	883	557	1423	876	1177	433
2582	257	502	692	672	340	747	729	146
3155	179	288	207	353	970	396	520	437
105376861	2	1	0	0	1	3	1	0
2517	123	134	647	404	142	440	542	831
1269	0	0	0	0	4	0	1	1
107984929	0	0	0	0	0	0	0	0
100616492	0	0	0	0	0	0	0	0
55629	323	580	1285	886	516	1242	1397	745
10772	688	811	3707	1308	963	2906	2564	1088
105378615	0	0	0	0	0	0	0	0
105376863	0	0	2	0	1	0	2	0
107984931	0	0	0	0	0	0	0	1
127294	0	0	1	1	0	2	2	126
107985737	0	0	0	0	0	0	0	5
105376864	0	0	1	0	0	0	0	0
58985	12	37	1	1	2	137	58	6
163702	22	36	61	0	67	105	224	196
284632	0	0	0	2	0	0	0	3
105376871	0	0	0	0	0	22	0	1
57822	6	4	2	54	0	12	2	35
90529	47	125	109	101	72	191	398	162
57185	189	244	370	1287	901	747	1653	3291
100750325	4	2	0	0	2	2	5	25
11123	134	124	483	539	191	621	1114	2908
100506985	7	3	28	21	2	36	61	178
400746	2	0	2	0	10	12	5	111
10250	113	168	1988	1204	1895	1584	1968	2374
25932	2467	1634	3359	1472	720	5014	6889	1346
105376876	0	0	0	0	0	0	0	0
864	114	170	9	0	2	509	82	41
102465437	0	0	0	0	0	0	0	0
107984932	2	1	0	0	0	2	0	0
105376878	7	5	0	0	0	52	6	5
100616365	0	0	0	0	0	0	0	0
105376879	0	0	0	0	0	0	0	0
25949	154	218	414	280	1025	483	673	363
57035	29	50	705	346	460	902	1353	2267
105376882	0	1	0	0	0	2	1	1
6007	1	1	5	3	11	29	13	15
23585	593	579	762	345	416	1122	1015	625
6006	287	183	411	176	358	604	559	395
55219	53	49	519	332	428	298	505	407
26119	94	115	968	366	368	375	752	711
57134	11	14	365	52	49	45	16	400
57190	388	541	2601	1146	1431	2262	3947	1263
56181	122	172	331	402	513	459	675	548
646471	8	13	64	60	4	105	122	89
79000	60	96	206	87	101	182	190	58
164091	215	355	58	12	173	886	298	124
3925	2456	2303	7407	1280	9489	5072	3846	228
100500808	0	0	1	0	0	1	3	0
105376885	0	0	0	0	0	0	0	0
5051	80	116	380	391	372	227	274	238
101928216	1	1	1	16	0	17	1	2
2134	5	5	0	17	0	19	9	13
7780	1	5	1	6	14	3	0	2
105376910	0	0	0	0	0	2	0	0
84676	0	0	0	10	6	0	0	13
149420	72	66	512	138	175	231	242	107
105376886	0	0	2	0	0	0	0	0
79927	1	0	2	0	1	1	0	24
110806296	1	2	0	0	0	0	0	0
51042	93	389	262	108	835	180	253	73
10256	43	80	294	161	649	379	218	324
378807	0	0	1	0	0	0	0	0
101928303	0	0	0	0	1	3	1	0
64793	135	349	832	327	212	992	914	67
83442	673	844	1349	664	5278	1999	6984	440
91544	32	94	224	136	1069	150	199	165
1043	0	2	0	0	1	0	0	9
55057	6	21	26	19	44	21	13	3
257101	0	0	0	0	0	0	0	10
79727	0	2	63	0	4	2	3	0
79947	152	313	424	265	244	462	662	221
101928324	1	6	5	2	3	12	3	5
3151	311	298	2367	558	2660	812	1415	733
6195	362	524	428	916	658	1321	1593	419
100302190	0	0	0	0	0	0	0	0
105376888	0	0	1	1	2	0	1	0
101928728	1	2	8	47	14	32	9	6
8289	185	364	4372	2158	2776	2682	3102	947
55650	148	164	285	532	258	380	315	191
84243	504	1455	965	288	455	1513	791	359
2810	1393	1850	438	112	4939	2828	1343	1144
54707	59	150	694	677	629	595	865	420
63906	70	153	227	150	340	186	203	84
10726	532	1283	1890	1966	3282	1513	3179	677
8431	0	0	0	1	0	0	0	1
126695	27	53	383	332	331	57	14	127
388610	2768	1143	190	181	184	7796	2630	75
115572	46	144	776	0	18	162	44	103
101928391	0	1	0	0	0	3	3	1
6548	189	371	2159	1073	1337	999	1566	436
102723760	0	0	0	0	0	0	0	0
105376890	0	0	0	0	0	0	0	0
23038	333	405	436	1075	1122	935	1814	725
84065	134	405	444	658	1444	431	671	548
644961	49	54	109	59	39	114	476	27
84958	33	51	152	267	1435	182	198	2190
9064	66	63	678	410	451	461	596	437
8547	0	0	0	1	1	0	0	3
388611	7	9	37	17	18	24	2	55
2827	24	65	36	14	31	59	169	3
10163	912	1521	3352	2554	845	3050	3845	1128
105376892	0	0	0	0	0	3	2	4
27245	104	149	637	627	149	1152	874	387
2268	0	1	0	0	0	5	1	51
111216282	0	3	0	0	0	0	0	0
2537	369	5356	25	636	19	637	282	731
199870	49	60	273	125	142	164	184	186
23673	192	149	631	1424	301	463	734	550
5511	231	354	1025	792	367	579	923	258
677774	0	0	0	0	0	0	0	0
9473	41	109	5	1	4	149	68	21
6118	334	717	965	797	547	786	1135	256
27293	76	105	482	371	202	376	93	35
55113	56	175	264	199	126	146	314	121
2140	138	127	813	573	359	728	982	327
5724	13	11	15	19	19	34	31	13
22826	524	634	1488	1306	1298	1540	1884	541
93974	513	838	1297	1893	2087	1136	740	842
83667	91	520	257	839	948	317	235	90
54797	33	71	261	314	424	222	240	82
65979	68	135	1260	686	618	1250	913	614
1104	306	443	3121	1482	546	1257	1322	137
8420	199	220	1385	1029	907	1119	573	157
6080	1	1	53	29	2	37	11	1
26768	1	1	49	35	8	21	10	4
54952	175	246	358	270	600	440	310	109
